comments,description,duration,event,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,tags,title,url,views
159,"When we drive, we get into a glass bubble, lock the doors and press the accelerator, relying on our eyes to guide us -- even though we can only see the few cars ahead of and behind us. But what if cars could share data with each other about their position and velocity, and use predictive models to calculate the safest routes for everyone on the road? Jennifer Healey imagines a world without car accidents. ",540,TED@Intel,32,Jennifer Healey,"Jennifer Healey: If cars could talk, accidents might be avoidable",1,1366901978,Research scientist,"['cars', 'driverless cars', 'technology']","If cars could talk, accidents might be avoidable","https://www.ted.com/talks/jennifer_healey_if_cars_could_talk_accidents_might_be_avoidable",814568
323,"Tech columnist David Pogue shares 10 simple, clever tips for computer, web, smartphone and camera users. And yes, you may know a few of these already -- but there's probably at least one you don't.",344,TED2013,44,David Pogue,David Pogue: 10 top time-saving tech tips,1,1366988837,Technology columnist,"['culture', 'technology']",10 top time-saving tech tips,"https://www.ted.com/talks/david_pogue_10_top_time_saving_tech_tips",4843480
194,"Nilofer Merchant suggests a small idea that just might have a big impact on your life and health: Next time you have a one-on-one meeting, make it into a ""walking meeting"" -- and let ideas flow while you walk and talk.",208,TED2013,49,Nilofer Merchant,Nilofer Merchant: Got a meeting? Take a walk,1,1367247649,"Corporate director, author","['business', 'communication', 'health']",Got a meeting? Take a walk,"https://www.ted.com/talks/nilofer_merchant_got_a_meeting_take_a_walk",2735769
473,"Taylor Wilson was 14 when he built a nuclear fusion reactor in his parents' garage. Now 19, he returns to the TED stage to present a new take on an old topic: fission. Wilson, who has won backing to create a company to realize his vision, explains why he's so excited about his innovative design for small modular fission reactors -- and why it could be the next big step in solving the global energy crisis.",773,TED2013,27,Taylor Wilson,Taylor Wilson: My radical plan for small nuclear fission reactors,1,1367334082,Nuclear scientist,"['alternative energy', 'chemistry', 'energy', 'engineering', 'future', 'innovation', 'invention', 'nuclear energy', 'physics', 'science', 'space', 'sustainability', 'technology', 'youth']",My radical plan for small nuclear fission reactors,"https://www.ted.com/talks/taylor_wilson_my_radical_plan_for_small_nuclear_fission_reactors",1546610
126,"Economics PhD SebastiÌ£o Salgado only took up photography in his 30s, but the discipline became an obsession. His years-long projects beautifully capture the human side of a global story that all too often involves death, destruction or decay. Here, he tells a deeply personal story of the craft that nearly killed him, and shows breathtaking images from his latest work, Genesis, which documents the world's forgotten people and places.",1013,TED2013,30,SebastiÌ£o Salgado,SebastiÌ£o Salgado: The silent drama of photography,1,1367420289,Photojournalist,"['Brazil', 'activism', 'environment', 'global issues', 'photography']",The silent drama of photography,"https://www.ted.com/talks/sebastiao_salgado_the_silent_drama_of_photography",1593382
146,"What if Andy Warhol had it wrong, and instead of being famous for 15 minutes, we‰Ûªre only anonymous for that long? In this short talk, Juan Enriquez looks at the surprisingly permanent effects of digital sharing on our personal privacy. He shares insight from the ancient Greeks to help us deal with our new ‰ÛÏdigital tattoos.‰Û",357,TED2013,39,Juan Enriquez,"Juan Enriquez: Your online life, permanent as a tattoo",1,1367506677,Futurist,"['TED Brain Trust', 'culture', 'security', 'social media', 'technology']","Your online life, permanent as a tattoo","https://www.ted.com/talks/juan_enriquez_how_to_think_about_digital_tattoos",1567528
632,"Rita Pierson, a teacher for 40 years, once heard a colleague say, ""They don't pay me to like the kids."" Her response: ""Kids don't learn from people they don't like.'"" A rousing call to educators to believe in their students and actually connect with them on a real, human, personal level.",468,TED Talks Education,46,Rita Pierson,Rita Pierson: Every kid needs a champion,1,1367589737,Educator,"['children', 'education', 'motivation', 'teaching']",Every kid needs a champion,"https://www.ted.com/talks/rita_pierson_every_kid_needs_a_champion",7469445
148,"In this well-argued talk, Timothy Bartik makes the macro-economic case for preschool education -- and explains why you should be happy to invest in it, even if you don't have kids that age (or kids at all). The economic benefits of well-educated kids, it turns out, go well beyond the altruistic.",945,TEDxMiamiUniversity,21,Timothy Bartik,Timothy Bartik: The economic case for preschool,1,1367852855,Economist,"['TEDx', 'business', 'culture', 'economics', 'education']",The economic case for preschool,"https://www.ted.com/talks/timothy_bartik_the_economic_case_for_preschool",407419
440,"For foreigners, learning to speak Chinese is a hard task. But learning to read the beautiful, often complex characters of the Chinese written language may be less difficult. ShaoLan walks through a simple lesson in recognizing the ideas behind the characters and their meaning -- building from a few simple forms to more complex concepts. Call it Chineasy.",370,TED2013,51,ShaoLan,ShaoLan: Learn to read Chinese ... with ease!,1,1367939611,"Technologist, entrepreneur","['china', 'education', 'language']",Learn to read Chinese ... with ease!,"https://www.ted.com/talks/shaolan_learn_to_read_chinese_with_ease",3062980
405,"Until recently, many teachers only got one word of feedback a year: ""satisfactory."" And with no feedback, no coaching, there's just no way to improve. Bill Gates suggests that even great teachers can get better with smart feedback -- and lays out a program from his foundation to bring it to every classroom.",624,TED Talks Education,39,Bill Gates,Bill Gates: Teachers need real feedback,1,1368025280,Philanthropist,"['TED Brain Trust', 'culture', 'education', 'global issues', 'teaching']",Teachers need real feedback,"https://www.ted.com/talks/bill_gates_teachers_need_real_feedback",2206204
149,"It took a life-threatening condition to jolt chemistry teacher Ramsey Musallam out of ten years of ""pseudo-teaching"" to understand the true role of the educator: to cultivate curiosity. In a fun and personal talk, Musallam gives 3 rules to spark imagination and learning, and get students excited about how the world works.",389,TED Talks Education,39,Ramsey Musallam,Ramsey Musallam: 3 rules to spark learning,1,1368025434,Educator,"['chemistry', 'creativity', 'curiosity', 'education', 'science', 'social change', 'student', 'teaching', 'technology']",3 rules to spark learning,"https://www.ted.com/talks/ramsey_musallam_3_rules_to_spark_learning",2592925
120,"Pearl Arredondo grew up in East Los Angeles, the daughter of a high-ranking gang member who was in and out of jail. Many teachers wrote her off as having a problem with authority. Now a teacher herself, she's creating a different kind of school and telling students her story so that they know it's okay if sometimes homework isn't the first thing on their minds.",483,TED Talks Education,31,Pearl Arredondo,"Pearl Arredondo: My story, from gangland daughter to star teacher",1,1368025500,Teacher,"['children', 'education', 'teaching']","My story, from gangland daughter to star teacher","https://www.ted.com/talks/pearl_arredondo_my_story_from_gangland_daughter_to_star_teacher",1059278
62,"Young poet, educator and activist Malcolm London performs his stirring poem about life on the front lines of high school. He tells of the ""oceans of adolescence"" who come to school ""but never learn to swim,"" of ""masculinity mimicked by men who grew up with no fathers."" Beautiful, lyrical, chilling.",180,TED Talks Education,33,Malcolm London,"Malcolm London: ""High School Training Ground""",1,1368025560,"Poet, performer, activist","['education', 'poetry']","""High School Training Ground""","https://www.ted.com/talks/malcolm_london_high_school_training_ground",1188177
321,"Why, why, why does our education system look so similar to the way it did 50 years ago? Millions of students were failing then, as they are now -- and it‰Ûªs because we‰Ûªre clinging to a business model that clearly doesn‰Ûªt work. Education advocate Geoffrey Canada dares the system to look at the data, think about the customers and make systematic shifts in order to help greater numbers of kids excel. ",1027,TED Talks Education,30,Geoffrey Canada,Geoffrey Canada: Our failing schools. Enough is enough!,1,1368025681,Education reformer,"['business', 'children', 'education']",Our failing schools. Enough is enough!,"https://www.ted.com/talks/geoffrey_canada_our_failing_schools_enough_is_enough",1786965
659,"Leaving a high-flying job in consulting, Angela Lee Duckworth took a job teaching math to seventh graders in a New York public school. She quickly realized that IQ wasn't the only thing separating the successful students from those who struggled. Here, she explains her theory of ""grit"" as a predictor of success.",372,TED Talks Education,49,Angela Lee Duckworth,Angela Lee Duckworth: Grit: The power of passion and perseverance,1,1368111588,Psychologist,"['business', 'education', 'psychology', 'success']",Grit: The power of passion and perseverance,"https://www.ted.com/talks/angela_lee_duckworth_grit_the_power_of_passion_and_perseverance",12039978
634,"Sir Ken Robinson outlines 3 principles crucial for the human mind to flourish -- and how current education culture works against them. In a funny, stirring talk he tells us how to get out of the educational ""death valley"" we now face, and how to nurture our youngest generations with a climate of possibility.",1151,TED Talks Education,43,Ken Robinson,Ken Robinson: How to escape education's death valley,1,1368198532,Author/educator,"['culture', 'education', 'student', 'teaching', 'testing']",How to escape education's death valley,"https://www.ted.com/talks/ken_robinson_how_to_escape_education_s_death_valley",6657858
937,"Clinical psychologist Meg Jay has a bold message for twentysomethings: Contrary to popular belief, your 20s are not a throwaway decade. In this provocative talk, Jay says that just because marriage, work and kids are happening later in life, doesn‰Ûªt mean you can‰Ûªt start planning now. She gives 3 pieces of advice for how twentysomethings can re-claim adulthood in the defining decade of their lives.",889,TED2013,34,Meg Jay,Meg Jay: Why 30 is not the new 20,1,1368457703,Clinical psychologist,"['aging', 'culture', 'goal-setting', 'youth']",Why 30 is not the new 20,"https://www.ted.com/talks/meg_jay_why_30_is_not_the_new_20",8958850
128,"In our digital world, social relations have become mediated by data. Without even realizing it, we're barricading ourselves against strangeness -- people and ideas that don't fit the patterns of who we already know, what we already like and where we've already been. Maria Bezaitis makes a bold call for technology to deliver us to what and who we need, even if it's unfamiliar and strange.",480,TED@Intel,30,Maria Bezaitis,Maria Bezaitis: Why we need strangeness,1,1368543603,Computer engineer,"['culture', 'data', 'sociology', 'technology']",Why we need strangeness,"https://www.ted.com/talks/maria_bezaitis_the_surprising_need_for_strangeness",1114173
97,"Can a person disappear in plain sight? That's the question Liu Bolin's remarkable work seems to ask. The Beijing-based artist is sometimes called ""The Invisible Man"" because in nearly all his art, Bolin is front and center ‰ÛÓ and completely unseen. He aims to draw attention to social and political issues by dissolving into the background.",466,TED2013,23,Liu Bolin,Liu Bolin: The invisible man,1,1368629066,Artist,"['art', 'china', 'global issues', 'identity', 'photography']",The invisible man,"https://www.ted.com/talks/liu_bolin_the_invisible_man",1304597
145,"Why can't two slices of pizza be used as a slide clicker? Why shouldn't you make music with ketchup? In this charming talk, inventor Jay Silver talks about the urge to play with the world around you. He shares some of his messiest inventions, and demos MaKey MaKey, a kit for hacking everyday objects.",795,TEDSalon NY2013,27,Jay Silver,"Jay Silver: Hack a banana, make a keyboard!",1,1368716779,Inventor,"['creativity', 'invention', 'technology', 'toy']","Hack a banana, make a keyboard!","https://www.ted.com/talks/jay_silver_hack_a_banana_make_a_keyboard",1319453
339,"It's not a demo, more of a philosophical argument: Why did Sergey Brin and his team at Google want to build an eye-mounted camera/computer, codenamed Glass? Onstage at TED2013, Brin calls for a new way of seeing our relationship with our mobile computers -- not hunched over a screen but meeting the world heads-up.",435,TED2013,38,Sergey Brin,Sergey Brin: Why Google Glass?,1,1368803009,"Computer scientist, entrepreneur and philanthropist","['TED Brain Trust', 'culture', 'design', 'interface design', 'technology']",Why Google Glass?,"https://www.ted.com/talks/sergey_brin_why_google_glass",2026001
475,"If you're lucky enough to live without want, it's a natural impulse to be altruistic to others. But, asks philosopher Peter Singer, what's the most effective way to give? He talks through some surprising thought experiments to help you balance emotion and practicality -- and make the biggest impact with whatever you can share. NOTE: Starting at 0:30, this talk contains 30 seconds of graphic footage.",1039,TED2013,33,Peter Singer,Peter Singer: The why and how of effective altruism,1,1369063400,"Philosopher, ethicist","['global issues', 'philanthropy', 'philosophy', 'social change']",The why and how of effective altruism,"https://www.ted.com/talks/peter_singer_the_why_and_how_of_effective_altruism",1533054
172,"In art school, Phil Hansen developed an unruly tremor in his hand that kept him from creating the pointillist drawings he loved. Hansen was devastated, floating without a sense of purpose. Until a neurologist made a simple suggestion: embrace this limitation ... and transcend it.",601,TED2013,31,Phil Hansen,Phil Hansen: Embrace the shake,1,1369148412,Multimedia artist,"['art', 'disability', 'personal growth']",Embrace the shake,"https://www.ted.com/talks/phil_hansen_embrace_the_shake",2155416
239,"Thinking about death is frightening, but planning ahead is practical and leaves more room for peace of mind in our final days. In a solemn, thoughtful talk, Judy MacDonald Johnston shares 5 practices for planning for a good end of life. ",363,TED2013,34,Judy MacDonald Johnston,Judy MacDonald Johnston: Prepare for a good end of life,1,1369234714,Entrepreneur,"['aging', 'culture', 'death', 'humanity', 'life']",Prepare for a good end of life,"https://www.ted.com/talks/judy_macdonald_johnston_prepare_for_a_good_end_of_life",1467971
180,"Designer Alastair Parvin presents a simple but provocative idea: what if, instead of architects creating buildings for those who can afford to commission them, regular citizens could design and build their own houses? The concept is at the heart of WikiHouse, an open source construction kit that means just about anyone can build a house, anywhere.",791,TED2013,30,Alastair Parvin,Alastair Parvin: Architecture for the people by the people,1,1369321231,Designer,"['architecture', 'design', 'infrastructure', 'open-source']",Architecture for the people by the people,"https://www.ted.com/talks/alastair_parvin_architecture_for_the_people_by_the_people",1422767
276,"In her quest to become a world-famous violinist, Ji-Hae Park fell into a severe depression. Only music was able to lift her out again -- showing her that her goal needn‰Ûªt be to play lofty concert halls, but instead to bring the wonder of the instrument to as many people as possible.",761,TED2013,35,Ji-Hae Park,"Ji-Hae Park: The violin, and my dark night of the soul",1,1369407520,Violinist,"['creativity', 'entertainment', 'live music', 'music', 'performance']","The violin, and my dark night of the soul","https://www.ted.com/talks/ji_hae_park_the_violin_and_my_dark_night_of_the_soul",2715019
118,"When the Museum of Modern Art's senior curator of architecture and design announced the acquisition of 14 video games in 2012, ""all hell broke loose."" In this far-ranging, entertaining, and deeply insightful talk, Paola Antonelli explains why she's delighted to challenge preconceived ideas about art and galleries, and describes her burning wish to help establish a broader understanding of design.",1122,TEDSalon NY2013,22,Paola Antonelli,Paola Antonelli: Why I brought Pac-Man to MoMA,1,1369753214,Design curator,"['art', 'design', 'gaming', 'museums']",Why I brought Pac-Man to MoMA,"https://www.ted.com/talks/paola_antonelli_why_i_brought_pacman_to_moma",934335
921,"Domestic violence and sexual abuse are often called ""women's issues."" But in this bold, blunt talk, Jackson Katz points out that these are intrinsically men's issues -- and shows how these violent behaviors are tied to definitions of manhood. A clarion call for us all -- women and men -- to call out unacceptable behavior and be leaders of change.",1060,TEDxFiDiWomen,27,Jackson Katz,Jackson Katz: Violence against women -- it's a men's issue,1,1369841468,Anti-sexism educator,"['Gender equality', 'TEDx', 'feminism', 'men', 'sexual violence', 'violence', 'women']",Violence against women -- it's a men's issue,"https://www.ted.com/talks/jackson_katz_violence_against_women_it_s_a_men_s_issue",1625776
146,"It‰Ûªs the dream of kids all around the world to see giant beasts walk the Earth again. Could -- and should -- that dream be realized? Hendrik Poinar talks about the next big thing: the quest to engineer a creature that looks very much like our furry friend, the woolly mammoth. The first step, to sequence the woolly genome, is nearly complete. And it‰Ûªs huge. ",622,TEDxDeExtinction,30,Hendrik Poinar,Hendrik Poinar: Bring back the woolly mammoth!,1,1369926461,Evolutionary geneticist,"['TEDx', 'animals', 'anthropology', 'deextinction', 'evolution']",Bring back the woolly mammoth!,"https://www.ted.com/talks/hendrik_poinar_bring_back_the_woolly_mammoth",948509
404,"What happens when a dream you've held since childhood ... doesn't come true? As Lisa Bu adjusted to a new life in the United States, she turned to books to expand her mind and create a new path for herself. She shares her unique approach to reading in this lovely, personal talk about the magic of books.",376,TED2013,48,Lisa Bu,Lisa Bu: How books can open your mind,1,1370012957,Passionate reader,"['creativity', 'culture', 'entertainment', 'introvert', 'library', 'literature']",How books can open your mind,"https://www.ted.com/talks/lisa_bu_how_books_can_open_your_mind",3158067
489,"What is it like to raise a child who's different from you in some fundamental way (like a prodigy, or a differently abled kid, or a criminal)? In this quietly moving talk, writer Andrew Solomon shares what he learned from talking to dozens of parents -- asking them: What's the line between unconditional love and unconditional acceptance? ",1407,TEDMED 2013,33,Andrew Solomon,"Andrew Solomon: Love, no matter what",1,1370272219,Writer,"['children', 'culture', 'disability', 'family', 'love', 'mental health']","Love, no matter what","https://www.ted.com/talks/andrew_solomon_love_no_matter_what",4032150
127,"What's a proven way to lower your energy costs? Would you believe: learning what your neighbor pays. Alex Laskey shows how a quirk of human behavior can make us all better, wiser energy users, with lower bills to prove it.",491,TED2013,35,Alex Laskey,Alex Laskey: How behavioral science can lower your energy bill,1,1370358008,Energy software maker,"['behavioral economics', 'energy', 'psychology']",How behavioral science can lower your energy bill,"https://www.ted.com/talks/alex_laskey_how_behavioral_science_can_lower_your_energy_bill",1089949
149,Journalist Anas Aremeyaw Anas has broken dozens of stories of corruption and organized crime all over Ghana -- without ever revealing his identity. In this talk (in which his face remains hidden) Anas shows grisly footage from some of his investigations and demonstrates the importance of facing injustice.,766,TED2013,23,Anas Aremeyaw Anas,"Anas Aremeyaw Anas: How I named, shamed and jailed",1,1370444552,Undercover journalist,"['Africa', 'corruption', 'crime', 'global issues', 'journalism']","How I named, shamed and jailed","https://www.ted.com/talks/anas_aremeyaw_anas_how_i_named_shamed_and_jailed",1421509
103,"For 28 years, Denise Herzing has spent five months each summer living with a pod of Atlantic spotted dolphins, following three generations of family relationships and behaviors. It's clear they are communicating with one another -- but is it language? Could humans use it too? She shares a fascinating new experiment to test this idea.",878,TED2013,26,Denise Herzing,Denise Herzing: Could we speak the language of dolphins?,1,1370531595,Dolphin researcher,"['animals', 'biology', 'brain', 'cognitive science', 'communication', 'computers', 'intelligence', 'language', 'neuroscience', 'oceans', 'science', 'speech']",Could we speak the language of dolphins?,"https://www.ted.com/talks/denise_herzing_could_we_speak_the_language_of_dolphins",1164684
110,"Canadian filmmaker Martin Villeneuve talks about ""Mars et Avril,"" the sci-fi spectacular he made with virtually no money over a seven-year stretch. In this charming talk, he explains the various ways he overcame financial and logistical constraints to produce his unique and inventive vision of the future.",655,TED2013,30,Martin Villeneuve,Martin Villeneuve: How I made an impossible film,1,1370617156,"Graphic artist, director","['creativity', 'economics', 'entertainment', 'film', 'movies']",How I made an impossible film,"https://www.ted.com/talks/martin_villeneuve_how_i_made_an_impossible_film",948840
354,"Economist Andrew McAfee suggests that, yes, probably, droids will take our jobs -- or at least the kinds of jobs we know now. In this far-seeing talk, he thinks through what future jobs might look like, and how to educate coming generations to hold them.",855,TED2013,31,Andrew McAfee,Andrew McAfee: What will future jobs look like?,1,1370881313,Management theorist,"['economics', 'robots', 'work']",What will future jobs look like?,"https://www.ted.com/talks/andrew_mcafee_what_will_future_jobs_look_like",2102608
309,"In a robot lab at TEDGlobal, Raffaello D'Andrea demos his flying quadcopters: robots that think like athletes, solving physical problems with algorithms that help them learn. In a series of nifty demos, D'Andrea show drones that play catch, balance and make decisions together -- and watch out for an I-want-this-now demo of Kinect-controlled quads.",968,TEDGlobal 2013,32,Raffaello D'Andrea,Raffaello D'Andrea: The astounding athletic power of quadcopters,1,1370979845,Autonomous systems pioneer,"['drones', 'robots', 'technology']",The astounding athletic power of quadcopters,"https://www.ted.com/talks/raffaello_d_andrea_the_astounding_athletic_power_of_quadcopters",10281817
280,"Greece has been the poster child for European economic crisis, but former Prime Minister George Papandreou wonders if it's just a preview of what's to come. ‰ÛÏOur democracies,"" he says, ""are trapped by systems that are too big to fail, or more accurately, too big to control‰Û -- while ""politicians like me have lost the trust of their peoples."" How to solve it? Have citizens re-engage more directly in a new democratic bargain.",1206,TEDGlobal 2013,28,George Papandreou,George Papandreou: Imagine a European democracy without borders,1,1371024976,Former Prime Minister of Greece,"['Europe', 'democracy', 'economics', 'global issues', 'politics']",Imagine a European democracy without borders,"https://www.ted.com/talks/george_papandreou_imagine_a_european_democracy_without_borders",741720
154,"As a novelist, Daniel Suarez spins dystopian tales of the future. But on the TEDGlobal stage, he talks us through a real-life scenario we all need to know more about: the rise of autonomous robotic weapons of war. Advanced drones, automated weapons and AI-powered intelligence-gathering tools, he suggests, could take the decision to make war out of the hands of humans.",800,TEDGlobal 2013,27,Daniel Suarez,Daniel Suarez: The kill decision shouldn't belong to a robot,1,1371120496,Sci-fi author,"['drones', 'entertainment', 'robots', 'technology', 'war', 'writing']",The kill decision shouldn't belong to a robot,"https://www.ted.com/talks/daniel_suarez_the_kill_decision_shouldn_t_belong_to_a_robot",1908577
339,"There's no actual law against women driving in Saudi Arabia. But it's forbidden. Two years ago, Manal al-Sharif decided to encourage women to drive by doing so -- and filming herself for YouTube. Hear her story of what happened next.",856,TEDGlobal 2013,33,Manal al-Sharif,Manal al-Sharif: A Saudi woman who dared to drive,1,1371205341,Women‰Ûªs rights activist,"['Islam', 'Middle East', 'cars', 'culture', 'feminism', 'global issues', 'women']",A Saudi woman who dared to drive,"https://www.ted.com/talks/manal_al_sharif_a_saudi_woman_who_dared_to_drive",1492163
161,"The 2007-2008 financial crisis, you might think, was an unpredictable one-time crash. But Didier Sornette and his Financial Crisis Observatory have plotted a set of early warning signs for unstable, growing systems, tracking the moment when any bubble is about to pop. (And he's seeing it happen again, right now.)",1021,TEDGlobal 2013,22,Didier Sornette,Didier Sornette: How we can predict the next financial crisis,1,1371481036,Risk economist,"['business', 'economics', 'global issues', 'prediction']",How we can predict the next financial crisis,"https://www.ted.com/talks/didier_sornette_how_we_can_predict_the_next_financial_crisis",1361404
114,"Tech communities are booming all over Africa, says Nairobi-based Juliana Rotich, cofounder of the open-source software Ushahidi. But it remains challenging to get and stay connected in a region with frequent blackouts and spotty Internet hookups. So Rotich and friends developed BRCK, offering resilient connectivity for the developing world. ",573,TEDGlobal 2013,30,Juliana Rotich,"Juliana Rotich: Meet BRCK, Internet access built for Africa",1,1371567734,Tech entrepreneur,"['Africa', 'TED Fellows', 'business', 'technology']","Meet BRCK, Internet access built for Africa","https://www.ted.com/talks/juliana_rotich_meet_brck_internet_access_built_for_africa",630822
311,"A refugee now living in the US, Joseph Kim tells the story of his life in North Korea during the famine years. He's begun to create a new life -- but he still searches for the family he lost.",1283,TEDGlobal 2013,34,Joseph Kim,Joseph Kim: The family I lost in North Korea. And the family I gained.,1,1371654578,North Korean refugee,"['family', 'global issues']",The family I lost in North Korea. And the family I gained.,"https://www.ted.com/talks/joseph_kim_the_family_i_lost_in_north_korea_and_the_family_i_gained",2140135
108,"In 1985, architect Paul Pholeros was challenged to ""stop people getting sick"" in a small indigenous community in south Australia. And it meant thinking way beyond medicine. In this sparky, interactive talk, Pholeros shares his work with Healthabitat, which works to reduce poverty through practical design fixes -- in Australia and beyond.",1059,TEDxSydney,25,Paul Pholeros,Paul Pholeros: How to reduce poverty? Fix homes,1,1371740469,Architect,"['TEDx', 'architecture', 'design', 'global issues', 'health', 'public health', 'sanitation']",How to reduce poverty? Fix homes,"https://www.ted.com/talks/paul_pholeros_how_to_reduce_poverty_fix_homes",1330614
139,"Photographer Camille Seaman has been chasing storms for 5 years. In this talk she shows stunning, surreal photos of the heavens in tumult.",206,TED2013,48,Camille Seaman,Camille Seaman: Photos from a storm chaser,1,1371826747,Photographer,"['TED Fellows', 'entertainment', 'nature', 'photography', 'weather']",Photos from a storm chaser,"https://www.ted.com/talks/camille_seaman_photos_from_a_storm_chaser",1608679
441,"When Lesley Hazleton was writing a biography of Muhammad, she was struck by something: The night he received the revelation of the Koran, according to early accounts, his first reaction was doubt, awe, even fear. And yet this experience became the bedrock of his belief. Hazleton calls for a new appreciation of doubt and questioning as the foundation of faith -- and an end to fundamentalism of all kinds.",825,TEDGlobal 2013,33,Lesley Hazleton,Lesley Hazleton: The doubt essential to faith,1,1372087795,"Writer, psychologist","['Islam', 'culture', 'faith', 'global issues', 'peace', 'religion']",The doubt essential to faith,"https://www.ted.com/talks/lesley_hazleton_the_doubt_essential_to_faith",1361374
1000,"As a young surgeon, Peter Attia felt contempt for a patient with diabetes. She was overweight, he thought, and thus responsible for the fact that she needed a foot amputation. But years later, Attia received an unpleasant medical surprise that led him to wonder: is our understanding of diabetes right? Could the precursors to diabetes cause obesity, and not the other way around? A look at how assumptions may be leading us to wage the wrong medical war.",958,TEDMED 2013,37,Peter Attia,Peter Attia: Is the obesity crisis hiding a bigger problem?,1,1372172562,Surgeon,"['health', 'health care', 'medical research', 'medicine', 'obesity', 'public health']",Is the obesity crisis hiding a bigger problem?,"https://www.ted.com/talks/peter_attia_what_if_we_re_wrong_about_diabetes",2459753
63,"The New Yorker receives around 1,000 cartoons each week; it only publishes about 17 of them. In this hilarious, fast-paced, and insightful talk, the magazine's longstanding cartoon editor and self-proclaimed ""humor analyst"" Bob Mankoff dissects the comedy within just some of the ""idea drawings"" featured in the magazine, explaining what works, what doesn't, and why.",1259,TEDSalon NY2013,25,Bob Mankoff,Bob Mankoff: Anatomy of a New Yorker cartoon,1,1372258804,Cartoon editor,"['art', 'comedy', 'design', 'humor']",Anatomy of a New Yorker cartoon,"https://www.ted.com/talks/bob_mankoff_anatomy_of_a_new_yorker_cartoon",1168185
109,"The gastric brooding frog lays its eggs just like any other frog -- then swallows them whole to incubate. That is, it did until it went extinct 30 years ago. Paleontologist Michael Archer makes a case to bring back the gastric brooding frog and the thylacine, commonly known as the Tasmanian tiger.",1056,TEDxDeExtinction,21,Michael Archer,"Michael Archer: How we'll resurrect the gastric brooding frog, the Tasmanian tiger",1,1372345259,Paleontologist,"['Bioethics', 'DNA', 'TEDx', 'activism', 'animals', 'biodiversity', 'biology', 'climate change', 'conservation', 'deextinction', 'environment', 'genetics', 'history', 'innovation', 'life', 'paleontology', 'science', 'synthetic biology']","How we'll resurrect the gastric brooding frog, the Tasmanian tiger","https://www.ted.com/talks/michael_archer_how_we_ll_resurrect_the_gastric_brooding_frog_the_tasmanian_tiger",554360
223,"Scaremongers play on the idea that robots will simply replace people on the job. In fact, they can become our essential collaborators, freeing us up to spend time on less mundane and mechanical challenges. Rodney Brooks points out how valuable this could be as the number of working-age adults drops and the number of retirees swells. He introduces us to Baxter, the robot with eyes that move and arms that react to touch, which could work alongside an aging population -- and learn to help them at home, too.",596,TED2013,27,Rodney Brooks,Rodney Brooks: Why we will rely on robots,1,1372431668,Roboticist,"['robots', 'work']",Why we will rely on robots,"https://www.ted.com/talks/rodney_brooks_why_we_will_rely_on_robots",1351691
1640,"It's a standard assumption in the West: As a society progresses, it eventually becomes a capitalist, multi-party democracy. Right? Eric X. Li, a Chinese investor and political scientist, begs to differ. In this provocative, boundary-pushing talk, he asks his audience to consider that there's more than one way to run a successful modern nation.",1237,TEDGlobal 2013,30,Eric X. Li,Eric X. Li: A tale of two political systems,1,1372692970,Investor and political scientist,"['Asia', 'business', 'china', 'democracy', 'global issues', 'politics']",A tale of two political systems,"https://www.ted.com/talks/eric_x_li_a_tale_of_two_political_systems",2449736
85,"Collecting global health data is an imperfect science: Workers tramp through villages to knock on doors and ask questions, write the answers on paper forms, then input the data -- and from this messy, gappy information, countries and NGOs need to make huge decisions. Data geek Joel Selanikio talks through the sea change in collecting health data in the past decade -- starting with the PalmPilot and Hotmail, and now moving into the cloud.",978,TEDxAustin,28,Joel Selanikio,Joel Selanikio: The big-data revolution in healthcare,1,1372777274,Health and technology activist,"['TEDx', 'data', 'global issues', 'health', 'technology']",The big-data revolution in healthcare,"https://www.ted.com/talks/joel_selanikio_the_surprising_seeds_of_a_big_data_revolution_in_healthcare",687669
206,"The border between our physical world and the digital information surrounding us has been getting thinner and thinner. Designer and engineer Jinha Lee wants to dissolve it altogether. As he demonstrates in this short, gasp-inducing talk, his ideas include a pen that penetrates into a screen to draw 3D models and SpaceTop, a computer desktop prototype that lets you reach through the screen to manipulate digital objects.",307,TED2013,36,Jinha Lee,Jinha Lee: Reach into the computer and grab a pixel,1,1372863675,"Interface designer, engineer","['TED Fellows', 'computers', 'design', 'interface design', 'technology', 'virtual reality']",Reach into the computer and grab a pixel,"https://www.ted.com/talks/jinha_lee_a_tool_that_lets_you_touch_pixels",1772635
129,"All under the age of 16, brothers Jonny, Robbie and Tommy Mizzone are from New Jersey, a US state that's better known for the rock of Bruce Springsteen than the bluegrass of Earl Scruggs. Nonetheless, the siblings began performing bluegrass covers, as well as their own compositions, at a young age. Here, they play three dazzling songs in three different keys, passing the lead back and forth from fiddle to banjo to guitar.",527,TED2013,32,Sleepy Man Banjo Boys,Sleepy Man Banjo Boys: Bluegrass virtuosity from ... New Jersey?,1,1373036244,Bluegrass musicians,"['children', 'entertainment', 'live music', 'music', 'performance', 'wunderkind']",Bluegrass virtuosity from ... New Jersey?,"https://www.ted.com/talks/sleepy_man_banjo_boys_bluegrass_virtuosity_from_new_jersey",5199008
